recipe_name,diet,prep_time_mins,cook_time_mins,course,cuisine,translated_ingredients,url
Instant Palkova Recipe (Milk Based Sweet Recipe),Vegetarian,10,20,Dessert,Tamil Nadu,"400 grams Condensed Milk,2 tablespoons Curd (Dahi / Yogurt) - thick and whisked",http://www.archanaskitchen.com/instant-palkova-recipe-milk-based-sweet-recipe
Kathirikai Gotsu Recipe,Vegetarian,20,30,Side Dish,South Indian Recipes,"1 eggplant - chopped, 10 small onions - cut, 2 tomatoes - chopped, 1 inch ginger - finely chopped, 1/2 cup tamarind water, 1 tsp sambar powder, 1/4 tsp asafoetida, 1 / 2 tsp turmeric powder, 1 tbsp jaggery, 1 tsp rye, 1 sprig curry leaves, 1 tbsp sesame oil, salt - as per taste, green coriander - as per use",http://www.archanaskitchen.com/kathirikai-gothsu-recipe-spicy-and-tangy-eggplant-curry-in-hindi
Himachali Khatta Recipe (Tangy Black Chickpea Curry),High Protein Vegetarian,540,40,Lunch,Himachal,"1 cup Kala Chana (Brown Chickpeas) - soaked over night,1 Bay leaf (tej patta),1 Onion - chopped,1 teaspoon Mustard oil,1/2 teaspoon Mustard seeds,1/2 teaspoon Cumin seeds (Jeera),1/4 teaspoon Asafoetida (hing),1 tablespoon Gram flour (besan),1 teaspoon Turmeric powder (Haldi),2 cups Water - the water chickpea was soaked in,1 tablespoon Jaggery,1 teaspoon Coriander Powder (Dhania),1/2 teaspoon Garam masala powder,2 teaspoons Amchur (Dry Mango Powder),1 teaspoon Red Chilli powder,1/4 teaspoon Asafoetida (hing),1 tablespoon Gram flour (besan),1 teaspoon Turmeric powder (Haldi),Salt - to taste",http://www.archanaskitchen.com/himachali-khatta-recipe-tangy-black-chickpea-curry
Rajasthani Kalmi Vada Recipe - Chana Dal Vada,Vegetarian,10,20,Snack,Rajasthani,"1/2 cup Chana dal (Bengal Gram Dal),1 Onion,6 cloves Garlic,Coriander (Dhania) Leaves - small bunch,1 Green Chilli,1/2 teaspoon Red Chilli powder,1 teaspoon Cumin seeds (Jeera),Salt - as required,Sunflower Oil - as required",https://www.archanaskitchen.com/rajasthani-kalmi-vada-recipe-fried-lentil-fritters
Himachali Bhey Recipe - Stir Fried Lotus Stem,Vegetarian,20,30,Side Dish,Himachal,"2 Lotus Stem - cut into lengthwise,1 inch Ginger - chopped,4 cloves Garlic - chopped,1 Onion - sliced,1 tablespoon Red Chilli powder,1 teaspoon Turmeric powder (Haldi),1 tablespoon Coriander Powder (Dhania),3 tablespoon Gram flour (besan),Sunflower Oil",http://www.archanaskitchen.com/himachali-bhey-recipe-stir-fried-lotus-stem-recipe
Chalimidi Recipe,Vegetarian,20,45,Dessert,South Indian Recipes,"1 cup Jaggery,2 cups Rice,1 teaspoon Cardamom Powder (Elaichi),1/2 cup Ghee,1 tablespoon Cashew nuts,1 tablespoon Raisins -,1 tablespoon Fresh coconut - chopped",http://www.archanaskitchen.com/chalimidi-recipe
Cabbage Bhurji (Recipe In Hindi),Eggetarian,10,20,North Indian Breakfast,North Indian Recipes,"2 कप पत्ता गोभी - कस ले,2 अंडे,1 छोटा चमच्च जीरा,1 इंच अदरक - कस ले,4 कली लहसुन - कस ले,3 हरी मिर्च - काट ले,1 छोटा चमच्च धनिया पाउडर,1/8 छोटा चमच्च हल्दी पाउडर,1/2 छोटा चमच्च लाल मिर्च पाउडर,1/2 छोटा चमच्च काली मिर्च पाउडर,नमक - स्वाद अनुसार,2 टहनी पुदीना - गार्निश के लिए,तेल - प्रयोग अनुसार",http://www.archanaskitchen.com/cabbage-bhurji-recipe-in-hindi
Achari Baingan Bharta (Recipe In Hindi),Vegetarian,10,45,Lunch,North Indian Recipes,"1 eggplant, 3 tomatoes, 1 onion, 5 cloves garlic - finely chopped, 2 green chillies - finely chopped, 1 inch ginger - grated, 1/2 teaspoon turmeric powder, 2 tablespoons green coriander - chopped, 1 Tablespoon coriander powder, 1 teaspoon red chilli powder, 1-1 / 2 teaspoon pickle - mango, 1-1 / 2 teaspoon pickle spice, oil - as per use, asafoetida - a pinch, salt - as per taste, 1 Teaspoon mustard seeds, 1 teaspoon cumin seeds, 1 teaspoon fennel seeds, 1/4 teaspoon kalonji seeds, 1/4 teaspoon fenugreek seeds, 1/4 teaspoon celery, 2 dry red chillies, 1/2 teaspoon mango powder Powder",https://www.archanaskitchen.com/achari-baingan-bharta-recipe-in-hindi
Tomato Onion Chutney Recipe With Coconut And Mint,Vegetarian,5,10,Side Dish,South Indian Recipes,"2 Onions,2 Tomatoes,2 Green Chillies,10 Mint Leaves (Pudina),4 tablespoons Fresh coconut - grated,1 teaspoon Mustard seeds,Asafoetida (hing) - a pinch,1 sprig Curry leaves,2 teaspoons Sunflower Oil,Salt - to taste",http://www.archanaskitchen.com/roasted-tomato-onion-chutney-recipe
How to Cook Lentils (Dals/Pulses) in a Pressure Cooker,Vegetarian,0,30,Side Dish,South Indian Recipes,"1 cup Yellow Moong Dal (Split) - or any other dal,2 cups Water - or as needed",https://www.archanaskitchen.com/video-recipe-how-to-cook-lentils-dals-pulses-in-a-pressure-cooker
Tangy Lemon Pickle Recipe With Kalonji & Rock Salt,Vegetarian,20,15,Side Dish,Indian,"16 Lemons,1 teaspoon Kalonji (Onion Nigella Seeds),1 teaspoon Turmeric powder (Haldi),1 teaspoon Black pepper powder,2 tablespoons Mustard oil,2 tablespoons Rock Salt,1/2 teaspoon Mustard seeds,3 pinch Asafoetida (hing),1 teaspoon Red Chilli powder",http://www.archanaskitchen.com/tangy-lemon-pickle-recipe-with-kalonji-rock-salt
Dal Kabila Recipe,Diabetic Friendly,10,20,Lunch,North Indian Recipes,"1 tsp ghee, 1 cup white urad dal, 1 inch cinnamon, 3 long, 3 dry red chillies, 1 onion - finely chopped, 3 long garlic - finely chopped, 1/2 inch ginger - finely chopped, 1 tomato - Finely chopped, 1 green chili - chopped, 1/4 tsp red chilli powder, 1 tsp coriander powder, 1/4 tsp turmeric powder, 1/4 tsp garam masala powder, 3 sprig green coriander - chopped Take 3 cups of water, 1 tbsp ghee, 1 tsp cumin seeds, 1 tsp whole pepper - crush it",http://www.archanaskitchen.com/dal-kabila-recipe-diabetic-urad-dal-tadka-in-hindi
Spicy Egg Biryani Recipe with Figaro Olive Oil,Eggetarian,30,70,Lunch,Indian,"1 1/2 cup Basmati rice,2 Onions - thinly sliced,1 Onion - sliced and caramelized,2 Tomatoes - pureed,3 Whole Eggs - hard boiled,3 Green Chillies - chopped,2 inch Ginger,6 cloves Garlic,1/4 cup Mint Leaves (Pudina) - chopped,1/2 cup Curd (Dahi / Yogurt),Saffron strands - a few strands soaked in milk,1 teaspoon Turmeric powder (Haldi),1 teaspoon Red Chilli powder,1 teaspoon Garam masala powder,2 Bay leaves (tej patta),2 inch Cinnamon Stick (Dalchini),2 Cloves (Laung),Salt - to taste,1 tablespoon Figaro Pure Olive Oil,2 Onions - sliced and caramelized,Coriander (Dhania) Leaves - Few sprigs chopped,1/4 cup Cashew nuts - roasted in ghee until browned,Coriander (Dhania) Leaves - Few sprigs chopped,1/4 cup Cashew nuts - roasted in ghee until browned",http://www.archanaskitchen.com/spicy-egg-biryani-recipe
Kadhai Paneer Recipe,High Protein Vegetarian,20,30,Dinner,Punjabi,"250 ग्राम पनीर,1 प्याज - काट ले,1 शिमला मिर्च (हरी) - काट ले,1 छोटा चम्मच अदरक - कस ले,2 कली लहसुन - बारीक काट ले,2 टमाटर - बारीक काट ले,1 छोटा चम्मच इलाइची पाउडर,1 छोटा चम्मच हल्दी पाउडर,1 छोटा चम्मच जीरा पाउडर,1 छोटा चम्मच लाल मिर्च पाउडर,1 छोटा चम्मच काली मिर्च पाउडर,1 बड़ा चम्मच कसूरी मेथी,तेल - प्रयोग अनुसार,1 बड़ा चम्मच मक्खन,नमक - स्वाद अनुसार",http://www.archanaskitchen.com/kadai-paneer-recipe-spiced-cottage-cheese-with-green-bell-peppers-in-hindi
One Pot Tomato Rice Recipe Using Preethi Electric Pressure Cooker - Thakkali Sadam,Vegetarian,10,30,Lunch,South Indian Recipes,"1 cup Rice,10 Pearl onions (Sambar Onions) - finely chopped or regular onions,4 cloves Garlic - finely chopped,4 Tomatoes - finely chopped,1 teaspoon Mustard seeds,1 sprig Curry leaves - roughly torn,1 tablespoon Sambar Powder,1/2 teaspoon Cardamom Powder (Elaichi),1/2 teaspoon Turmeric powder (Haldi),Mint Leaves (Pudina) - a small bunch,1 teaspoon Sesame (Gingelly) Oil,1 tablespoon Ghee,Salt - to taste",http://www.archanaskitchen.com/one-pot-tomato-rice-recipe-in-electric-pressure-cooker-thakkali-sadam
Baked Bitter Gourd Bhajji Recipe,Diabetic Friendly,25,20,Snack,Indian,"3 करेला - थोड़ा सा छिलका निकलकर,1/2 कप बेसन,2 बड़े चम्मच चावल का आटा,10-12 कढ़ी पत्ता - तोड़ ले,1 छोटा चम्मच लाल मिर्च पाउडर,1/2 छोटा चम्मच हींग,1/2 छोटा चम्मच हल्दी पाउडर,1 बड़ा चम्मच तेल - गरम,नमक - स्वाद अनुसार,पानी - प्रयोग अनुसार",http://www.archanaskitchen.com/baked-bitter-gourd-bhajji-recipe-karela-fritters-in-hindi
Quick & Spicy Mutton Curry Recipe,Non Vegeterian,30,30,Dinner,Indian,"500 grams Mutton - goat meat with bone,2 Tomatoes - finely chopped,Salt - to taste,Sunflower Oil - as required,2 cups Water - as required,5 Fresh coconut - large chunks,1 Onion - roughly chopped,1 teaspoon Whole Black Peppercorns,5 sprig Coriander (Dhania) Leaves,1 inch Ginger,5 cloves Garlic,1/2 teaspoon Turmeric powder (Haldi),Salt - a pinch,5 Cloves (Laung),1 inch Cinnamon Stick (Dalchini),2 teaspoon Red Chilli powder - adjust,1/2 teaspoon Salt - adjust",http://www.archanaskitchen.com/spicy-and-quick-mutton-curry-recipe
Aloo Beans Sabzi Recipe - Potato & Beans Stir Fry,Vegetarian,10,30,Lunch,Gujarati Recipes﻿,"3 Potatoes (Aloo) - boiled,250 grams Green beans (French Beans) - chopped and steamed,1 teaspoon Mustard seeds,1 teaspoon Cumin seeds (Jeera),1 teaspoon Coriander Powder (Dhania),1/2 teaspoon Turmeric powder (Haldi),1 pinch Asafoetida (hing),1/4 teaspoon Red Chilli powder - according to taste,1 sprig Curry leaves,Sunflower Oil - for cooking",http://www.archanaskitchen.com/aloo-beans-sabzi-recipe-potato-beans-stir-fry
Bajri Methi Na Vada Recipe - Pearl Millet Flour Fritters,Vegetarian,20,30,Snack,Maharashtrian Recipes,"1 cup Bajra Flour ( Pearl Millet),1/4 cup Whole Wheat Flour,1 teaspoon Red Chilli powder,1/2 teaspoon Coriander Powder (Dhania),1 cup Methi Leaves (Fenugreek Leaves) - finely chopped,1/4 cup Curd (Dahi / Yogurt),2 tablespoons Sunflower Oil - and more for deep frying,1 Green Chilli - finely chopped,1 tablespoon Sesame seeds (Til seeds),1 tablespoon Ajwain (Carom seeds),1 tablespoon Cumin powder (Jeera),Salt - to taste",https://www.archanaskitchen.com/bajri-methi-na-vada-recipe-pearl-millet-flour-fritters
Lauki Paratha Recipe - Bottle Gourd Flatbread,Diabetic Friendly,20,30,Indian Breakfast,North Indian Recipes,"1 Bottle gourd (lauki) - peeled and grated,2 cups Whole Wheat Flour,1 Green Chilli - finely chopped,1 teaspoon Ajwain (Carom seeds),2 teaspoon Ginger - grated,1/2 teaspoon Red Chilli powder,1/2 teaspoon Garam masala powder,1 tablespoon Ghee - for smearing on parathas,Salt - to taste",https://www.archanaskitchen.com/lauki-paratha-recipe-bottle-gourd-flatbread
Hunase Gojju Recipe,Vegetarian,10,30,Lunch,Karnataka,"1 cup Tamarind Paste,1/2 cup Jaggery,1 teaspoon Rasam Powder - or red chilli powder,Salt - to taste,1 tablespoon Sunflower Oil,1 teaspoon Methi Seeds (Fenugreek Seeds),10 Curry leaves,1 teaspoon Mustard seeds,1 pinch Asafoetida (hing),4 to 5 Green Chilli - slit",https://www.archanaskitchen.com/hunase-gojju-recipe
No Onion No Garlic Aloo Makhana Sabzi (Recipe In Hindi),Vegetarian,10,35,Lunch,Indian,"1 कप छोटे आलू,1 कप मखाना,1 छोटा चमच्च जीरा,1 छोटा चमच्च सौंफ,2 हरी मिर्च - बारीक कटी हुई,1-1/2 छोटा चमच्च लाल मिर्च पाउडर,1/2 छोटा चमच्च हल्दी पाउडर,1 छोटा चमच्च धनिया पाउडर,नमक - स्वाद अनुसार,2 बड़ा चमच्च तेल",http://www.archanaskitchen.com/no-onion-no-garlic-aloo-makhana-sabzi-recipe-in-hindi
Carrot Capsicum Poriyal Recipe,No Onion No Garlic (Sattvic),10,20,Side Dish,South Indian Recipes,"4 carrots - cut, 2 capsicum (green) - cut, 1/2 teaspoon mustard, 1/2 teaspoon cumin seeds, 1/2 teaspoon white urad dal, 1 sprig curry leaves - 1/2 Tsp asafoetida, 2 green chillies - chopped, 2 tbsp coconut - grated, salt - as per taste, 1 tsp sesame oil",http://www.archanaskitchen.com/carrot-capsicum-poriyal-recipe-in-hindi
Kadai Mushroom Recipe,Vegetarian,10,20,Dinner,Indian,"250 grams Button mushrooms - quartered,1 teaspoon Cumin seeds (Jeera),1 Onion - cut into chunks,4 cloves Garlic - finely chopped,1 inch Ginger - finely chopped,1 Green Bell Pepper (Capsicum) - diced,1 Red Bell pepper (Capsicum) - diced,1 Carrot (Gajjar) - sliced into rounds,2 Tomato - pureed,2 Brown cardamom (Badi Elaichi),1 teaspoon Kasuri Methi (Dried Fenugreek Leaves),1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Red Chilli powder,1/2 teaspoon Coriander Powder (Dhania),1/2 teaspoon Garam masala powder,1 teaspoon Ghee,Salt - to taste,1 teaspoon Honey",https://www.archanaskitchen.com/kadai-mushroom-recipe
Beetroot Carrot Raita Recipe,Vegetarian,15,10,Side Dish,Indian,"1/2 cup Carrot (Gajjar) - grated,1 Beetroot - grated,2 cups Curd (Dahi / Yogurt),1 tablespoon Cumin powder (Jeera) - lightly roasted,1 tablespoon Red Chilli powder,Salt - to taste,1/2 tablespoon Chaat Masala Powder,Mint Leaves (Pudina) - few for garnishing",http://www.archanaskitchen.com/beetroot-carrot-raita-recipe
Masala Jowar Bhakri Recipe,Gluten Free,15,20,Indian Breakfast,Maharashtrian Recipes,"1 cup Jowar Flour (Sorghum),1 Onion - finely chopped,1 Green Chilli - finely chopped,Coriander (Dhania) Leaves - a handful,1 sprig Curry leaves - finely chopped,1 teaspoon Sesame seeds (Til seeds),1/2 teaspoon Ajwain (Carom seeds),2 teaspoons Sunflower Oil,Salt - to taste",http://www.archanaskitchen.com/masala-jowar-bhakri-recipe
Green Moong Dal Sundal Recipe,Vegetarian,420,20,Side Dish,South Indian Recipes,"1 teaspoon Sesame (Gingelly) Oil,1 teaspoon Mustard seeds,1 teaspoon Cumin seeds (Jeera),1/4 teaspoon Asafoetida (hing),2 sprig Curry leaves,2 Green Chillies - slit,Salt - to taste,2 tablespoons Fresh coconut - grated,1 cup Green Moong Sprouts,1 tablespoon Lemon juice,2 sprig Coriander (Dhania) Leaves - chopped",http://www.archanaskitchen.com/green-moong-dal-sundal-recipe
Bengali Chirer Pulao Recipe - Bengali Style Vegetable Poha,Vegetarian,10,25,North Indian Breakfast,Bengali Recipes,"2 cups Poha (Flattened rice),1 Onion - thinly sliced,1 Carrot (Gajjar) - finely chopped,1/4 cup Green beans (French Beans) - finely chopped,1/2 cup Cauliflower (gobi) - florets,1/3 cup Green peas (Matar),3 tablespoons Roasted Peanuts (Moongphali),1 tablespoon Raisins,1/4 teaspoon Kalonji (Onion Nigella Seeds),1 teaspoon Turmeric powder (Haldi),2 teaspoons Sugar,Salt and Pepper - to taste,1 tablespoon Lemon juice,Coriander (Dhania) Leaves - small bunch,1 tablespoons Sunflower Oil",http://www.archanaskitchen.com/bengali-chirer-pulao-recipe-bengali-style-poha-with-vegetables
Instant Oats Rava Idli Recipe,Diabetic Friendly,0,30,South Indian Breakfast,South Indian Recipes,"1-1/2 cup Instant Oats (Oatmeal),1/2 cup Sooji (Semolina/ Rava),1 cup Curd (Dahi / Yogurt),1 Carrot (Gajjar) - grated,Coriander (Dhania) Leaves - a bunch,1/2 teaspoon Enos fruit salt,Salt - to taste,1 teaspoon Sunflower Oil,1/2 teaspoon Mustard seeds,1 sprig Curry leaves - finely chopped,1/4 teaspoon Asafoetida (hing),2 Green Chillies - finely chopped,1 tablespoon Chana dal (Bengal Gram Dal),1 tablespoon Cashew nuts - broken",https://www.archanaskitchen.com/instant-oats-rava-idli-recipe-savory-steamed-oatmeal-cakes
Maharashtrian Style Farasbi Chi Bhaji Recipe - Beans Cooked With Peanuts,Vegetarian,10,15,Lunch,Maharashtrian Recipes,"500 grams Green beans (French Beans) - cut into 1/2 an inch pieces,1/2 cup Raw Peanuts (Moongphali) - roasted and coarsely ground,2 teaspoons Maharashtrian Goda Masala,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Jaggery - powdered,1-1/2 teaspoon Red Chilli powder,1 teaspoon Mustard seeds,1/4 teaspoon Asafoetida (hing),2 sprig Curry leaves,2 teaspoon Lemon juice,2 teaspoons Sunflower Oil,Salt - to taste",https://www.archanaskitchen.com/farasbi-chi-bhaji-recipe-maharashtrian-style-beans-cooked-with-peanuts
Vegan Godhi Payasa Recipe  - Lapsi Kheer,Vegetarian,140,30,Dessert,South Indian Recipes,"1 cup Broken Wheat (Dalia/ Godumai Rava),3 tablespoons Coconut Oil - virgin oil,3 Cardamom (Elaichi) Pods/Seeds - crushed finely,10 Cashew nuts,10 Badam (Almond),2 teaspoons Poppy seeds,1/4 cup Fresh coconut - grated,1-1/4 cup Jaggery",http://www.archanaskitchen.com/vegan-godhi-payasa-recipe-lapsi-kheer
Maize Daliya Khichri Recipe,Vegetarian,10,20,Dinner,Indian,"1/2 cup Maize Dalia (Broken Corn Meal),1/4 cup Govind Bhog Rice - or risotto rice,1/2 cup Carrot (Gajjar) - chopped,1/2 cup Green beans (French Beans) - chopped,1 Potato (Aloo) - cubed,2 teaspoon Ghee,1/2 teaspoon Panch Phoran Masala,1 Green Chilli,1/2 teaspoon Ginger - paste,2 Cardamom (Elaichi) Pods/Seeds,1 Bay leaf (tej patta),1/4 teaspoon Turmeric powder (Haldi),1/4 teaspoon Red Chilli powder,1 teaspoon Garam masala powder,2-1/2 cups Water,Salt - to taste",http://www.archanaskitchen.com/maize-daliya-khichri-recipe
Spiced Beetroot Buttermilk Recipe,Vegetarian,10,15,Lunch,South Indian Recipes,"2 Beetroots - peeled and chopped,2 cups Curd (Dahi / Yogurt),2 cups Water,1 inch Ginger - chopped,2 Green Chilli,1/4 teaspoon Chaat Masala Powder,Salt - to taste,1/2 teaspoon Mustard seeds,2 sprig Curry leaves,1 teaspoon Sunflower Oil",http://www.archanaskitchen.com/spiced-beetroot-buttermilk-recipe
North East Khapse Recipe (Deep Fried Biscuits From Arunachal),Vegetarian,20,30,Snack,Indian,"2 cups All Purpose Flour (Maida),1/4 cup Sunflower Oil - & more to deep fry,3 tablespoon Sugar,1/2 cup Milk",https://www.archanaskitchen.com/north-east-khapse-recipe-deep-fried-biscuits-from-arunachal
Baked & Crisp Whole Wheat Methi Puri Recipe (Healthy Snack),Non Vegeterian,20,30,Snack,Indian,"2 cups Whole Wheat Flour,2 tablespoons Kasuri Methi (Dried Fenugreek Leaves),1/2 teaspoon Red Chilli powder,1 teaspoon Cumin powder (Jeera),1 teaspoon Turmeric powder (Haldi),1 teaspoon Kalonji (Onion Nigella Seeds),1/4 cup Ghee,Salt - to taste",http://www.archanaskitchen.com/baked-crisp-whole-wheat-methi-puri-recipe-healthy-snack
Pumpkin Chapati Recipe,Vegetarian,10,25,Lunch,Indian,"1 cup Whole Wheat Flour,200 grams Kaddu (Parangikai/ Pumpkin) - boiled and mashed,1/2 teaspoon Salt,Sunflower Oil - for kneading,Ghee - or oil for cooking",http://www.archanaskitchen.com/pumpkin-chapati-recipe
Vepilakatti - Lime Leaves Pickle Recipe,Vegetarian,10,15,Side Dish,South Indian Recipes,"10 Kaffir lime leaves - or lemon leaves,2 Dry Red Chillies - (adjust),3 Shallots,5 Curry leaves,Salt - to taste,Tamarind - small ball,1/2 teaspoon Asafoetida (hing) - powder",https://www.archanaskitchen.com/vepilakatti-lime-leaves-pickle-recipe
Khaman Dhokla Poha Recipe,Vegetarian,10,35,North Indian Breakfast,North Indian Recipes,"2 cups Khaman dhokla - crumbled,1 Onion - finely chopped,1 tablespoon Mustard seeds,2 Green Chillies - finely chopped,1/4 teaspoon Asafoetida (hing),1/4 cup Fresh coconut - grated,Coriander (Dhania) Leaves - Few sprigs finely chopped,Sunflower Oil - for cooking",http://www.archanaskitchen.com/khaman-dhokla-poha-recipe
